Mês,Escola,CodEscola,Nome Funcionario,CodFuncionario,Categoria,CodDisciplina,Disciplina,inicio do periodo,final do periodo,DiasTrabalhados,CHSuprimento,CHDiaria,CHPeriodo
Fevereiro,ESCOLA Y,ABC22,Benício Alves Pinheiro,652,REGENCIA,901,FISICA,45691,45711,21,10,"1,428571","29,999991"
Fevereiro,ESCOLA Y,ABC22,Benício Alves Pinheiro,652,REGENCIA,901,FISICA,45712,45716,5,12,"1,714285","8,571425"
Março,ESCOLA Y,ABC22,Benício Alves Pinheiro,652,REGENCIA,901,FISICA,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA Y,ABC22,Benício Alves Pinheiro,652,REGENCIA,901,FISICA,45748,45777,30,12,"1,714285","51,42855"
Fevereiro,ESCOLA Y,ABC22,Benício Alves Pinheiro,652,REGENCIA,903,FISICA II,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA Y,ABC22,Benício Alves Pinheiro,652,REGENCIA,903,FISICA II,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA Y,ABC22,Benício Alves Pinheiro,652,REGENCIA,903,FISICA II,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA AG,ABC30,Benício Lopes,1152,REGENCIA,6460,DOCENCIA II REC LINGUA PORT,45770,45777,8,6,"0,857142","6,857136"
Fevereiro,ESCOLA AI,ABC32,Benício Queiroz,420,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45691,45716,26,40,"5,714285","148,57141"
Março,ESCOLA AI,ABC32,Benício Queiroz,420,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45717,45747,31,40,"5,714285","177,1428"
Abril,ESCOLA AI,ABC32,Benício Queiroz,420,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,40,"5,714285","171,42855"
Março,ESCOLA  AE,ABC28,Benício Rodrigues Galvão,470,REGENCIA,1001,BIOLOGIA,45727,45747,21,2,"0,285714","5,999994"
Abril,ESCOLA  AE,ABC28,Benício Rodrigues Galvão,470,REGENCIA,1001,BIOLOGIA,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA  AE,ABC28,Benício Rodrigues Galvão,470,REGENCIA,1001,BIOLOGIA,45757,45763,7,8,"1,142857","7,999999"
Abril,ESCOLA  AE,ABC28,Benício Rodrigues Galvão,470,REGENCIA,1002,BIOLOGIA II,45757,45763,7,3,"0,428571","2,999997"
Fevereiro,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45691,45716,26,15,"2,142857","55,714282"
Março,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45717,45747,31,15,"2,142857","66,42857"
Abril,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45748,45777,30,15,"2,142857","64,28571"
Fevereiro,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,5641,PROJETO DE VIDA I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,5641,PROJETO DE VIDA I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,5641,PROJETO DE VIDA I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AF,ABC29,Benício Rodrigues Galvão,470,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA Y,ABC22,Berenice Carvalho,631,REGENCIA,4748,GESTAO EM AGRICULTURA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA Y,ABC22,Berenice Carvalho,631,REGENCIA,4748,GESTAO EM AGRICULTURA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA Y,ABC22,Berenice Carvalho,631,REGENCIA,4748,GESTAO EM AGRICULTURA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA Y,ABC22,Berenice Carvalho,631,REGENCIA,5035,CADEIAS PRODUTIVAS,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA Y,ABC22,Berenice Carvalho,631,REGENCIA,5035,CADEIAS PRODUTIVAS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA Y,ABC22,Berenice Carvalho,631,REGENCIA,5035,CADEIAS PRODUTIVAS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA C,ABC3,Berenice Castro,133,REGENCIA,1194,QUIMICA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA C,ABC3,Berenice Castro,133,REGENCIA,1194,QUIMICA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA C,ABC3,Berenice Castro,133,REGENCIA,1194,QUIMICA I,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,1195,FISICA I,45748,45777,30,2,"0,285714","8,57142"
Março,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,215,MATEMATICA II,45722,45747,26,2,"0,285714","7,428564"
Abril,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,215,MATEMATICA II,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45702,45716,15,6,"0,857142","12,85713"
Março,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA C,ABC3,Berenice Castro,133,REGENCIA,801,QUIMICA,45691,45716,26,18,"2,571428","66,857128"
Fevereiro,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,801,QUIMICA,45702,45716,15,2,"0,285714","4,28571"
Março,ESCOLA C,ABC3,Berenice Castro,133,REGENCIA,801,QUIMICA,45717,45747,31,18,"2,571428","79,71427"
Março,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,801,QUIMICA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA C,ABC3,Berenice Castro,133,REGENCIA,801,QUIMICA,45748,45777,30,18,"2,571428","77,14284"
Abril,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,801,QUIMICA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,901,FISICA,45702,45716,15,2,"0,285714","4,28571"
Março,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,901,FISICA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA D ,ABC4,Berenice Castro,133,REGENCIA,901,FISICA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA J,ABC10,Berenice Duarte,730,REGENCIA,1347,LINGUA INGLESA,45691,45712,22,19,"2,714285","59,71427"
Fevereiro,ESCOLA J,ABC10,Berenice Duarte,730,REGENCIA,1347,LINGUA INGLESA,45713,45716,4,17,"2,428571","9,714284"
Março,ESCOLA J,ABC10,Berenice Duarte,730,REGENCIA,1347,LINGUA INGLESA,45717,45718,2,17,"2,428571","4,857142"
Março,ESCOLA J,ABC10,Berenice Duarte,730,REGENCIA,1347,LINGUA INGLESA,45719,45747,29,18,"2,571428","74,57141"
Abril,ESCOLA J,ABC10,Berenice Duarte,730,REGENCIA,1347,LINGUA INGLESA,45748,45777,30,18,"2,571428","77,14284"
Fevereiro,ESCOLA R,ABC18,Berenice Nakamura,677,REGENCIA,301,CIENCIAS,45691,45716,26,15,"2,142857","55,714282"
Março,ESCOLA R,ABC18,Berenice Nakamura,677,REGENCIA,301,CIENCIAS,45717,45747,31,15,"2,142857","66,42857"
Abril,ESCOLA R,ABC18,Berenice Nakamura,677,REGENCIA,301,CIENCIAS,45748,45777,30,15,"2,142857","64,28571"
Fevereiro,ESCOLA R,ABC18,Berenice Nakamura,677,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA R,ABC18,Berenice Nakamura,677,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA R,ABC18,Berenice Nakamura,677,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA K,ABC11,Berenice Nascimento,832,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45691,45716,26,40,"5,714285","148,57141"
Março,ESCOLA K,ABC11,Berenice Nascimento,832,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45717,45747,31,40,"5,714285","177,1428"
Abril,ESCOLA K,ABC11,Berenice Nascimento,832,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45748,45777,30,40,"5,714285","171,42855"
Fevereiro,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,201,MATEMATICA,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,201,MATEMATICA,45717,45747,31,20,"2,857142","88,5714"
Março,ESCOLA J,ABC10,Bernardo Rodrigues Bastos,874,REGENCIA,201,MATEMATICA,45722,45747,26,3,"0,428571","11,14285"
Abril,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,201,MATEMATICA,45748,45777,30,20,"2,857142","85,71426"
Abril,ESCOLA J,ABC10,Bernardo Rodrigues Bastos,874,REGENCIA,201,MATEMATICA,45748,45777,30,3,"0,428571","12,85713"
Março,ESCOLA J,ABC10,Bernardo Rodrigues Bastos,874,REGENCIA,299,EDUCACAO FINANCEIRA,45722,45747,26,5,"0,714285","18,57141"
Abril,ESCOLA J,ABC10,Bernardo Rodrigues Bastos,874,REGENCIA,299,EDUCACAO FINANCEIRA,45748,45777,30,5,"0,714285","21,42855"
Fevereiro,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,6211,REC APREND MATEMATICA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,6211,REC APREND MATEMATICA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,6211,REC APREND MATEMATICA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,901,FISICA,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,901,FISICA,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA M,ABC13,Bernardo Rodrigues Bastos,874,REGENCIA,901,FISICA,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA U ,ABC20,Bernardo Rodrigues Ilha,568,REGENCIA,601,EDUCACAO FISICA,45691,45716,26,14,2,52
Março,ESCOLA U ,ABC20,Bernardo Rodrigues Ilha,568,REGENCIA,601,EDUCACAO FISICA,45717,45717,1,14,2,2
Fevereiro,ESCOLA U ,ABC20,Bernardo Rodrigues Ilha,568,REGENCIA,790,ESTUDO ORIENTADO,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA U ,ABC20,Bernardo Rodrigues Ilha,568,REGENCIA,790,ESTUDO ORIENTADO,45717,45717,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,2388,EMPREENDEDORISMO I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,2388,EMPREENDEDORISMO I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,2388,EMPREENDEDORISMO I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,601,EDUCACAO FISICA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,601,EDUCACAO FISICA,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,601,EDUCACAO FISICA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6279,LITER ART E MOVIMENTO I,45691,45716,26,5,"0,714285","18,57141"
Março,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6279,LITER ART E MOVIMENTO I,45717,45747,31,5,"0,714285","22,14284"
Abril,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6279,LITER ART E MOVIMENTO I,45748,45777,30,5,"0,714285","21,42855"
Fevereiro,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6363,ELETIVA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6363,ELETIVA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,6363,ELETIVA I,45748,45748,1,2,"0,285714","0,285714"
Fevereiro,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,704,ARTE,45691,45716,26,16,"2,285714","59,428564"
Março,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,704,ARTE,45717,45747,31,16,"2,285714","70,85713"
Abril,ESCOLA S,ABC19,Bernardo Rodrigues Nogueira,544,REGENCIA,704,ARTE,45748,45777,30,16,"2,285714","68,57142"
Abril,ESCOLA E,ABC5,Bianca Kawasaki,1750,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45755,45755,1,20,"2,857142","2,857142"
Fevereiro,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,106,LINGUA PORTUGUESA,45691,45716,26,17,"2,428571","63,142846"
Março,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,106,LINGUA PORTUGUESA,45717,45747,31,17,"2,428571","75,2857"
Abril,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,17,"2,428571","72,85713"
Fevereiro,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,5039,LINGUA PORTUGUESA I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,5039,LINGUA PORTUGUESA I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,5039,LINGUA PORTUGUESA I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,6210,REC APREND LINGUA PORT,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,6210,REC APREND LINGUA PORT,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AH ,ABC31,Bianca Macedo,434,REGENCIA,6210,REC APREND LINGUA PORT,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA N ,ABC14,Bianca Ornellas,473,REGENCIA,4775,TECNOLOGIAS EDUC METOD ATIVAS,45700,45716,17,2,"0,285714","4,857138"
Março,ESCOLA N ,ABC14,Bianca Ornellas,473,REGENCIA,4775,TECNOLOGIAS EDUC METOD ATIVAS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA N ,ABC14,Bianca Ornellas,473,REGENCIA,4775,TECNOLOGIAS EDUC METOD ATIVAS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AC,ABC26,Bianca Rocha,282,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45691,45716,26,40,"5,714285","148,57141"
Março,ESCOLA AC,ABC26,Bianca Rocha,282,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45717,45747,31,40,"5,714285","177,1428"
Abril,ESCOLA AC,ABC26,Bianca Rocha,282,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,40,"5,714285","171,42855"
Fevereiro,ESCOLA H ,ABC8,Bianca Xavier,802,REGENCIA,201,MATEMATICA,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA H ,ABC8,Bianca Xavier,802,REGENCIA,201,MATEMATICA,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA H ,ABC8,Bianca Xavier,802,REGENCIA,201,MATEMATICA,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA H ,ABC8,Bianca Xavier,802,REGENCIA,299,EDUCACAO FINANCEIRA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA H ,ABC8,Bianca Xavier,802,REGENCIA,299,EDUCACAO FINANCEIRA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA H ,ABC8,Bianca Xavier,802,REGENCIA,299,EDUCACAO FINANCEIRA,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA H ,ABC8,Bianca Xavier,802,REGENCIA,6461,DOCENCIA II REC MATEMATICA,45748,45754,7,2,"0,285714","1,999998"
Abril,ESCOLA H ,ABC8,Bianca Xavier,802,REGENCIA,6461,DOCENCIA II REC MATEMATICA,45755,45777,23,4,"0,571428","13,142844"
Fevereiro,ESCOLA K,ABC11,Brenda Brito,912,REGENCIA,6410,LINGUA ESPANHOLA INT,45716,45716,1,7,1,1
Março,ESCOLA K,ABC11,Brenda Brito,912,REGENCIA,6410,LINGUA ESPANHOLA INT,45717,45747,31,7,1,31
Abril,ESCOLA K,ABC11,Brenda Brito,912,REGENCIA,6410,LINGUA ESPANHOLA INT,45748,45777,30,7,1,30
Fevereiro,ESCOLA H ,ABC8,Brenda Dantas,774,REGENCIA,106,LINGUA PORTUGUESA,45691,45716,26,18,"2,571428","66,857128"
Março,ESCOLA H ,ABC8,Brenda Dantas,774,REGENCIA,106,LINGUA PORTUGUESA,45717,45747,31,18,"2,571428","79,71427"
Abril,ESCOLA H ,ABC8,Brenda Dantas,774,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,18,"2,571428","77,14284"
Fevereiro,ESCOLA H ,ABC8,Brenda Dantas,774,REGENCIA,367,REDACAO E LEITURA,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA H ,ABC8,Brenda Dantas,774,REGENCIA,367,REDACAO E LEITURA,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA H ,ABC8,Brenda Dantas,774,REGENCIA,367,REDACAO E LEITURA,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA AC,ABC26,Brenda Ribeiro,275,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45691,45716,26,30,"4,285714","111,428564"
Março,ESCOLA AC,ABC26,Brenda Ribeiro,275,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45717,45747,31,30,"4,285714","132,8571"
Abril,ESCOLA AC,ABC26,Brenda Ribeiro,275,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45748,45777,30,30,"4,285714","128,57142"
Fevereiro,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,2301,SOCIOLOGIA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,2301,SOCIOLOGIA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,2301,SOCIOLOGIA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,5641,PROJETO DE VIDA I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,5641,PROJETO DE VIDA I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,5641,PROJETO DE VIDA I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,594,PROJETO DE VIDA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,594,PROJETO DE VIDA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,594,PROJETO DE VIDA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,9,"1,285714","33,428564"
Março,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,9,"1,285714","39,85713"
Abril,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,9,"1,285714","38,57142"
Fevereiro,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,6363,ELETIVA I,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,6363,ELETIVA I,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,6363,ELETIVA I,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,7502,ENSINO RELIGIOSO,45691,45716,26,1,"0,142857","3,714282"
Março,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,7502,ENSINO RELIGIOSO,45717,45747,31,1,"0,142857","4,428567"
Abril,ESCOLA AC,ABC26,Brenda Yamamoto,273,REGENCIA,7502,ENSINO RELIGIOSO,45748,45777,30,1,"0,142857","4,28571"
Março,ESCOLA AC,ABC26,Brenda Yamamoto,273,NAO REGENCIA,9087,COORD DE AREA,45743,45747,5,4,"0,571428","2,85714"
Abril,ESCOLA AC,ABC26,Brenda Yamamoto,273,NAO REGENCIA,9087,COORD DE AREA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA S,ABC19,Breno Kondo,543,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45691,45716,26,15,"2,142857","55,714282"
Março,ESCOLA S,ABC19,Breno Kondo,543,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45717,45747,31,15,"2,142857","66,42857"
Abril,ESCOLA S,ABC19,Breno Kondo,543,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45748,45777,30,15,"2,142857","64,28571"
Fevereiro,ESCOLA S,ABC19,Breno Kondo,543,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA S,ABC19,Breno Kondo,543,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA S,ABC19,Breno Kondo,543,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4191,ADM FINANC E ORCAMENTARIA,45691,45716,26,2,"0,285714","7,428564"
Fevereiro,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4191,ADM FINANC E ORCAMENTARIA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4191,ADM FINANC E ORCAMENTARIA,45717,45747,31,2,"0,285714","8,857134"
Março,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4191,ADM FINANC E ORCAMENTARIA,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4191,ADM FINANC E ORCAMENTARIA,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4191,ADM FINANC E ORCAMENTARIA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4393,NEGOCIACAO E VENDAS,45691,45716,26,2,"0,285714","7,428564"
Fevereiro,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4393,NEGOCIACAO E VENDAS,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4393,NEGOCIACAO E VENDAS,45717,45747,31,2,"0,285714","8,857134"
Março,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4393,NEGOCIACAO E VENDAS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4393,NEGOCIACAO E VENDAS,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4393,NEGOCIACAO E VENDAS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4450,RECURSOS HUMANOS,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4450,RECURSOS HUMANOS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4450,RECURSOS HUMANOS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45691,45716,26,2,"0,285714","7,428564"
Fevereiro,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45717,45747,31,2,"0,285714","8,857134"
Março,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AH ,ABC31,Breno Oliveira,322,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA AG,ABC30,Breno Oliveira,322,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45748,45777,30,2,"0,285714","8,57142"
