Mês,Escola,CodEscola,Nome Funcionario,CodFuncionario,Categoria,CodDisciplina,Disciplina,inicio do periodo,final do periodo,DiasTrabalhados,CHSuprimento,CHDiaria,CHPeriodo
Abril,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,1347,LINGUA INGLESA,45748,45777,30,2,"0,285714","8,57142"
Março,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,3192,LINGUA PORT CULTURA DIGITAL,45722,45747,26,3,"0,428571","11,14285"
Abril,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,3192,LINGUA PORT CULTURA DIGITAL,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,3865,LINGUA INGLESA I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,3865,LINGUA INGLESA I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,3865,LINGUA INGLESA I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,5776,LEITURA REDACAO INTERP TEXTO,45691,45716,26,1,"0,142857","3,714282"
Março,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,5776,LEITURA REDACAO INTERP TEXTO,45717,45747,31,1,"0,142857","4,428567"
Abril,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,5776,LEITURA REDACAO INTERP TEXTO,45748,45777,30,1,"0,142857","4,28571"
Abril,ESCOLA D ,ABC4,João Miguel Oliveira Porto,132,REGENCIA,6462,DOCENCIA II ESTUDO ORIENTADO I,45748,45777,30,9,"1,285714","38,57142"
Fevereiro,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,401,GEOGRAFIA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,401,GEOGRAFIA,45717,45725,9,6,"0,857142","7,714278"
Março,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,401,GEOGRAFIA,45726,45747,22,12,"1,714285","37,71427"
Abril,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,401,GEOGRAFIA,45748,45777,30,12,"1,714285","51,42855"
Fevereiro,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,5641,PROJETO DE VIDA I,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,5641,PROJETO DE VIDA I,45717,45725,9,12,"1,714285","15,42857"
Março,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,5641,PROJETO DE VIDA I,45726,45747,22,8,"1,142857","25,14285"
Abril,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,5641,PROJETO DE VIDA I,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45691,45716,26,9,"1,285714","33,428564"
Março,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45717,45747,31,9,"1,285714","39,85713"
Abril,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45748,45777,30,9,"1,285714","38,57142"
Fevereiro,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA K,ABC11,João Miguel Oliveira Santos,842,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA A,ABC1,João Miguel Oliveira Vieira,103,REGENCIA,201,MATEMATICA,45691,45716,26,5,"0,714285","18,57141"
Março,ESCOLA A,ABC1,João Miguel Oliveira Vieira,103,REGENCIA,201,MATEMATICA,45717,45747,31,5,"0,714285","22,14284"
Abril,ESCOLA A,ABC1,João Miguel Oliveira Vieira,103,REGENCIA,201,MATEMATICA,45748,45777,30,5,"0,714285","21,42855"
Fevereiro,ESCOLA A,ABC1,João Miguel Oliveira Vieira,103,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA A,ABC1,João Miguel Oliveira Vieira,103,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA A,ABC1,João Miguel Oliveira Vieira,103,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA S,ABC19,João Pinto,554,REGENCIA,401,GEOGRAFIA,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA S,ABC19,João Pinto,554,REGENCIA,401,GEOGRAFIA,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA S,ABC19,João Pinto,554,REGENCIA,401,GEOGRAFIA,45748,45777,30,12,"1,714285","51,42855"
Fevereiro,ESCOLA S,ABC19,João Pinto,554,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA S,ABC19,João Pinto,554,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA S,ABC19,João Pinto,554,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,6,"0,857142","25,71426"
Abril,ESCOLA S,ABC19,João Pinto,554,REGENCIA,6363,ELETIVA I,45751,45777,27,2,"0,285714","7,714278"
Março,ESCOLA AD ,ABC27,João Rodrigues,891,REGENCIA,401,GEOGRAFIA,45727,45747,21,16,"2,285714","47,99999"
Abril,ESCOLA AD ,ABC27,João Rodrigues,891,REGENCIA,401,GEOGRAFIA,45748,45777,30,16,"2,285714","68,57142"
Abril,ESCOLA AC,ABC26,João Silva,1773,REGENCIA,704,ARTE,45762,45777,16,10,"1,428571","22,857136"
Março,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,108,LITERATURA INFANTIL,45722,45747,26,3,"0,428571","11,14285"
Abril,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,108,LITERATURA INFANTIL,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1640,MET ENS CIENCIAS,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1640,MET ENS CIENCIAS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1640,MET ENS CIENCIAS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1669,PRATICA DE FORMACAO (EST SUP),45691,45716,26,16,"2,285714","59,428564"
Março,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1669,PRATICA DE FORMACAO (EST SUP),45717,45747,31,16,"2,285714","70,85713"
Abril,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1669,PRATICA DE FORMACAO (EST SUP),45748,45777,30,16,"2,285714","68,57142"
Fevereiro,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1726,TRABALHO PEDAG NA EDUC INFANT,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1726,TRABALHO PEDAG NA EDUC INFANT,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,1726,TRABALHO PEDAG NA EDUC INFANT,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,4772,FUND HIST E METOD DA EDUC INF,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,4772,FUND HIST E METOD DA EDUC INF,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AB,ABC25,Judite Leal,338,REGENCIA,4772,FUND HIST E METOD DA EDUC INF,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA L,ABC12,Judite Oshima,828,REGENCIA,1315,ATIV COMP MAIS APREND - REP,45691,45716,26,2,"0,285714","7,428564"
Fevereiro,ESCOLA L,ABC12,Judite Oshima,828,REGENCIA,201,MATEMATICA,45691,45716,26,24,"3,428571","89,142846"
Março,ESCOLA L,ABC12,Judite Oshima,828,REGENCIA,201,MATEMATICA,45717,45722,6,24,"3,428571","20,57143"
Março,ESCOLA L,ABC12,Judite Oshima,828,REGENCIA,201,MATEMATICA,45723,45747,25,20,"2,857142","71,42855"
Abril,ESCOLA L,ABC12,Judite Oshima,828,REGENCIA,201,MATEMATICA,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA L,ABC12,Judite Oshima,828,REGENCIA,299,EDUCACAO FINANCEIRA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA L,ABC12,Judite Oshima,828,REGENCIA,299,EDUCACAO FINANCEIRA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA L,ABC12,Judite Oshima,828,REGENCIA,299,EDUCACAO FINANCEIRA,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA AB,ABC25,Juliana Costa,1778,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45769,45777,9,20,"2,857142","25,714278"
Março,ESCOLA L,ABC12,Julio Costa Falcão,822,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45726,45747,22,6,"0,857142","18,85712"
Abril,ESCOLA L,ABC12,Julio Costa Falcão,822,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA L,ABC12,Julio Costa Falcão,822,REGENCIA,901,FISICA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA L,ABC12,Julio Costa Falcão,822,REGENCIA,901,FISICA,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA L,ABC12,Julio Costa Falcão,822,REGENCIA,901,FISICA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,106,LINGUA PORTUGUESA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,106,LINGUA PORTUGUESA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,106,LINGUA PORTUGUESA,45748,45748,1,6,"0,857142","0,857142"
Fevereiro,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,1392,LINGUA ESPANHOLA I,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,1392,LINGUA ESPANHOLA I,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,1392,LINGUA ESPANHOLA I,45748,45748,1,3,"0,428571","0,428571"
Fevereiro,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,367,REDACAO E LEITURA,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,367,REDACAO E LEITURA,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,367,REDACAO E LEITURA,45748,45748,1,12,"1,714285","1,714285"
Fevereiro,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,5039,LINGUA PORTUGUESA I,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,5039,LINGUA PORTUGUESA I,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,5039,LINGUA PORTUGUESA I,45748,45748,1,3,"0,428571","0,428571"
Fevereiro,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,6210,REC APREND LINGUA PORT,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,6210,REC APREND LINGUA PORT,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA AI,ABC32,Júlia Andrade,421,REGENCIA,6210,REC APREND LINGUA PORT,45748,45748,1,8,"1,142857","1,142857"
Fevereiro,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4443,BANCO DE DADOS,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4443,BANCO DE DADOS,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4443,BANCO DE DADOS,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4759,ANALISE E PROJETO DE SISTEMAS,45691,45716,26,5,"0,714285","18,57141"
Março,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4759,ANALISE E PROJETO DE SISTEMAS,45717,45747,31,5,"0,714285","22,14284"
Abril,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4759,ANALISE E PROJETO DE SISTEMAS,45748,45777,30,5,"0,714285","21,42855"
Fevereiro,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4761,PROGRAMACAO FRONT-END,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4761,PROGRAMACAO FRONT-END,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4761,PROGRAMACAO FRONT-END,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4762,PROGRAMACAO NO DES DE SISTEMAS,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4762,PROGRAMACAO NO DES DE SISTEMAS,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA A,ABC1,Júlia Marques,116,REGENCIA,4762,PROGRAMACAO NO DES DE SISTEMAS,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA A,ABC1,Júlia Marques,116,NAO REGENCIA,9138,SUPORTE TECNICO,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA A,ABC1,Júlia Marques,116,NAO REGENCIA,9138,SUPORTE TECNICO,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA A,ABC1,Júlia Marques,116,NAO REGENCIA,9138,SUPORTE TECNICO,45748,45777,30,6,"0,857142","25,71426"
Março,ESCOLA J,ABC10,Júlio Pereira Sobral,744,REGENCIA,1314,ATIV COMP MAIS APREND - LEI,45719,45747,29,2,"0,285714","8,285706"
Março,ESCOLA J,ABC10,Júlio Pereira Sobral,744,REGENCIA,1315,ATIV COMP MAIS APREND - REP,45719,45747,29,2,"0,285714","8,285706"
Fevereiro,ESCOLA J,ABC10,Júlio Pereira Sobral,744,REGENCIA,367,REDACAO E LEITURA,45691,45716,26,22,"3,142857","81,714282"
Março,ESCOLA J,ABC10,Júlio Pereira Sobral,744,REGENCIA,367,REDACAO E LEITURA,45717,45747,31,22,"3,142857","97,42857"
Abril,ESCOLA J,ABC10,Júlio Pereira Sobral,744,REGENCIA,367,REDACAO E LEITURA,45748,45777,30,22,"3,142857","94,28571"
Fevereiro,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,106,LINGUA PORTUGUESA,45691,45716,26,13,"1,857142","48,285692"
Março,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,106,LINGUA PORTUGUESA,45717,45747,31,13,"1,857142","57,5714"
Abril,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,13,"1,857142","55,71426"
Fevereiro,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,367,REDACAO E LEITURA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,367,REDACAO E LEITURA,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,367,REDACAO E LEITURA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,6210,REC APREND LINGUA PORT,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,6210,REC APREND LINGUA PORT,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA F,ABC6,Júlio Yamada,236,REGENCIA,6210,REC APREND LINGUA PORT,45748,45777,30,10,"1,428571","42,85713"
Abril,ESCOLA I ,ABC9,Kamila Barbosa,1739,REGENCIA,106,LINGUA PORTUGUESA,45775,45777,3,9,"1,285714","3,857142"
Março,ESCOLA AB,ABC25,Kamila Lemos,889,REGENCIA,1002,BIOLOGIA II,45733,45747,15,3,"0,428571","6,428565"
Abril,ESCOLA AB,ABC25,Kamila Lemos,889,REGENCIA,1002,BIOLOGIA II,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA L,ABC12,Kamila Santos,813,REGENCIA,201,MATEMATICA,45691,45716,26,35,5,130
Março,ESCOLA L,ABC12,Kamila Santos,813,REGENCIA,201,MATEMATICA,45717,45747,31,35,5,155
Abril,ESCOLA L,ABC12,Kamila Santos,813,REGENCIA,201,MATEMATICA,45748,45777,30,35,5,150
Fevereiro,ESCOLA O ,ABC15,Karina Cabral,528,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA O ,ABC15,Karina Cabral,528,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA O ,ABC15,Karina Cabral,528,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA M,ABC13,Karina Drummond,870,REGENCIA,201,MATEMATICA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA M,ABC13,Karina Drummond,870,REGENCIA,201,MATEMATICA,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA M,ABC13,Karina Drummond,870,REGENCIA,201,MATEMATICA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA O ,ABC15,Karina Lopes,514,REGENCIA,367,REDACAO E LEITURA,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA O ,ABC15,Karina Lopes,514,REGENCIA,367,REDACAO E LEITURA,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA O ,ABC15,Karina Lopes,514,REGENCIA,367,REDACAO E LEITURA,45748,45777,30,20,"2,857142","85,71426"
Março,ESCOLA Y,ABC22,Karina Vieira,897,REGENCIA,501,HISTORIA,45736,45747,12,9,"1,285714","15,42857"
Abril,ESCOLA Y,ABC22,Karina Vieira,897,REGENCIA,501,HISTORIA,45748,45777,30,9,"1,285714","38,57142"
Março,ESCOLA Y,ABC22,Karina Vieira,897,REGENCIA,6362,ESTUDO ORIENTADO I,45736,45747,12,3,"0,428571","5,142852"
Abril,ESCOLA Y,ABC22,Karina Vieira,897,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,3,"0,428571","12,85713"
Março,ESCOLA Y,ABC22,Karina Vieira,897,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45734,45747,14,20,"2,857142","39,99999"
Abril,ESCOLA Y,ABC22,Karina Vieira,897,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,20,"2,857142","85,71426"
Abril,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,1195,FISICA I,45777,45777,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,299,EDUCACAO FINANCEIRA,45691,45716,26,14,2,52
Março,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,299,EDUCACAO FINANCEIRA,45717,45747,31,14,2,62
Abril,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,299,EDUCACAO FINANCEIRA,45748,45776,29,14,2,58
Abril,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,299,EDUCACAO FINANCEIRA,45777,45777,1,10,"1,428571","1,428571"
Fevereiro,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,3444,FISICA III,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,3444,FISICA III,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,3444,FISICA III,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,901,FISICA,45689,45690,2,18,"2,571428","5,142856"
Fevereiro,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,901,FISICA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,901,FISICA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,901,FISICA,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA G,ABC7,Kauê Lima Alves,172,REGENCIA,903,FISICA II,45777,45777,1,2,"0,285714","0,285714"
Fevereiro,ESCOLA K,ABC11,Kauê Lima Barreto,834,REGENCIA,6279,LITER ART E MOVIMENTO I,45691,45716,26,13,"1,857142","48,285692"
Março,ESCOLA K,ABC11,Kauê Lima Barreto,834,REGENCIA,6279,LITER ART E MOVIMENTO I,45717,45747,31,13,"1,857142","57,5714"
Abril,ESCOLA K,ABC11,Kauê Lima Barreto,834,REGENCIA,6279,LITER ART E MOVIMENTO I,45748,45777,30,13,"1,857142","55,71426"
Fevereiro,ESCOLA K,ABC11,Kauê Lima Barreto,834,REGENCIA,6363,ELETIVA I,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA K,ABC11,Kauê Lima Barreto,834,REGENCIA,6363,ELETIVA I,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA K,ABC11,Kauê Lima Barreto,834,REGENCIA,6363,ELETIVA I,45748,45777,30,4,"0,571428","17,14284"
Abril,ESCOLA J,ABC10,Kauê Sales,729,REGENCIA,2385,GEOGRAFIA I,45758,45776,19,4,"0,571428","10,857132"
Abril,ESCOLA J,ABC10,Kauê Sales,729,REGENCIA,2385,GEOGRAFIA I,45777,45777,1,8,"1,142857","1,142857"
Fevereiro,ESCOLA J,ABC10,Kauê Sales,729,REGENCIA,401,GEOGRAFIA,45691,45716,26,14,2,52
Março,ESCOLA J,ABC10,Kauê Sales,729,REGENCIA,401,GEOGRAFIA,45717,45747,31,14,2,62
Abril,ESCOLA J,ABC10,Kauê Sales,729,REGENCIA,401,GEOGRAFIA,45748,45776,29,14,2,58
Abril,ESCOLA J,ABC10,Kauê Sales,729,REGENCIA,401,GEOGRAFIA,45777,45777,1,28,4,4
Abril,ESCOLA J,ABC10,Kauê Sales,729,REGENCIA,401,GEOGRAFIA,45758,45776,19,11,"1,571428","29,857132"
Abril,ESCOLA J,ABC10,Kauê Sales,729,REGENCIA,401,GEOGRAFIA,45777,45777,1,22,"3,142857","3,142857"
Fevereiro,ESCOLA G,ABC7,Kauê Serra,138,REGENCIA,601,EDUCACAO FISICA,45691,45716,26,4,"0,571428","14,857128"
Fevereiro,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,601,EDUCACAO FISICA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA G,ABC7,Kauê Serra,138,REGENCIA,601,EDUCACAO FISICA,45717,45747,31,4,"0,571428","17,71427"
Março,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,601,EDUCACAO FISICA,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA G,ABC7,Kauê Serra,138,REGENCIA,601,EDUCACAO FISICA,45748,45777,30,4,"0,571428","17,14284"
Abril,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,601,EDUCACAO FISICA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,607,AULA ESPEC TREINAM ESPORTIVO,45693,45716,24,4,"0,571428","13,714272"
Março,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,607,AULA ESPEC TREINAM ESPORTIVO,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,607,AULA ESPEC TREINAM ESPORTIVO,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,6279,LITER ART E MOVIMENTO I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,6279,LITER ART E MOVIMENTO I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA D ,ABC4,Kauê Serra,138,REGENCIA,6279,LITER ART E MOVIMENTO I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,1195,FISICA I,45693,45716,24,2,"0,285714","6,857136"
Março,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,1195,FISICA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,1195,FISICA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,3444,FISICA III,45693,45716,24,2,"0,285714","6,857136"
Março,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,3444,FISICA III,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,3444,FISICA III,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,901,FISICA,45691,45692,2,2,"0,285714","0,571428"
Fevereiro,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,901,FISICA,45693,45716,24,10,"1,428571","34,285704"
Março,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,901,FISICA,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,901,FISICA,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,903,FISICA II,45693,45716,24,2,"0,285714","6,857136"
Março,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,903,FISICA II,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AI,ABC32,Kátia Drummond,404,REGENCIA,903,FISICA II,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA K,ABC11,Kátia Nakamura,841,REGENCIA,6363,ELETIVA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA K,ABC11,Kátia Nakamura,841,REGENCIA,6363,ELETIVA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA K,ABC11,Kátia Nakamura,841,REGENCIA,6363,ELETIVA I,45748,45777,30,2,"0,285714","8,57142"
